student_id,week_start,logins,time_spent_minutes,assignments_submitted,forum_posts
STU0263,2025-01-15,6,285,3,1
STU0263,2025-01-22,6,255,3,1
STU0263,2025-01-29,6,269,4,1
STU0263,2025-02-05,9,274,2,3
STU0263,2025-02-12,7,227,2,1
STU0263,2025-02-19,9,232,4,3
STU0263,2025-02-26,6,242,4,3
STU0263,2025-03-05,9,244,3,3
STU0263,2025-03-12,11,198,2,1
STU0263,2025-03-19,8,265,3,3
STU0263,2025-03-26,11,179,3,3
STU0263,2025-04-02,7,266,2,2
STU0263,2025-04-09,10,239,2,4
STU0263,2025-04-16,12,272,3,1
STU0263,2025-04-23,6,246,3,3
STU0263,2025-04-30,12,184,4,4
STU0263,2025-05-07,10,271,2,4
STU0263,2025-05-14,11,216,3,1
STU0264,2025-01-01,9,233,4,4
STU0264,2025-01-08,11,170,4,2
STU0264,2025-01-15,5,234,3,3
STU0264,2025-01-22,10,265,3,4
STU0264,2025-01-29,11,217,3,1
STU0264,2025-02-05,8,187,4,3
STU0264,2025-02-12,5,242,2,1
STU0264,2025-02-19,5,240,4,2
STU0264,2025-02-26,6,168,2,4
STU0264,2025-03-05,7,198,2,1
STU0264,2025-03-12,8,230,3,4
STU0264,2025-03-19,6,225,4,2
STU0264,2025-03-26,8,246,2,3
STU0264,2025-04-02,10,157,4,1
STU0264,2025-04-09,6,256,4,2
STU0264,2025-04-16,9,198,2,1
STU0264,2025-04-23,6,202,3,2
STU0264,2025-04-30,11,259,4,1
STU0264,2025-05-07,6,156,3,1
STU0264,2025-05-14,10,260,2,2
STU0265,2025-01-01,6,117,2,0
STU0265,2025-01-08,6,163,2,3
STU0265,2025-01-15,2,137,3,1
STU0265,2025-01-22,3,121,3,1
STU0265,2025-01-29,4,91,2,0
STU0265,2025-02-05,2,90,1,2
STU0265,2025-02-12,6,90,1,2
STU0265,2025-02-19,2,116,1,0
STU0265,2025-02-26,1,144,1,0
STU0265,2025-03-05,2,180,1,0
STU0265,2025-03-12,4,89,3,0
STU0265,2025-03-19,7,71,3,1
STU0265,2025-03-26,2,73,1,2
STU0265,2025-04-02,6,87,3,3
STU0265,2025-04-09,3,183,1,0
STU0265,2025-04-16,1,71,1,3
STU0265,2025-04-23,7,144,2,2
STU0265,2025-04-30,2,179,1,2
STU0265,2025-05-07,6,68,1,0
STU0265,2025-05-14,1,140,3,3
STU0266,2025-01-01,5,202,4,1
STU0266,2025-01-08,9,263,3,1
STU0266,2025-01-15,5,249,2,3
STU0266,2025-01-22,5,246,4,3
STU0266,2025-01-29,5,182,2,3
STU0266,2025-02-05,5,268,2,1
STU0266,2025-02-12,6,276,4,4
STU0266,2025-02-19,11,258,3,1
STU0266,2025-02-26,9,184,3,4
STU0266,2025-03-05,11,166,2,1
STU0266,2025-03-12,9,223,2,1
STU0266,2025-03-19,8,239,4,1
STU0266,2025-03-26,7,238,2,4
STU0266,2025-04-02,5,237,2,1
STU0266,2025-04-09,7,208,2,3
STU0266,2025-04-16,5,193,3,1
STU0266,2025-04-23,11,224,3,4
STU0266,2025-04-30,5,166,4,3
STU0266,2025-05-07,9,190,3,2
STU0266,2025-05-14,7,280,4,1
STU0267,2025-01-01,12,185,3,3
STU0267,2025-01-08,7,218,4,2
STU0267,2025-01-15,8,283,3,1
STU0267,2025-01-22,8,188,2,2
STU0267,2025-01-29,11,249,4,3
STU0267,2025-02-05,9,208,2,1
STU0267,2025-02-12,9,235,2,3
STU0267,2025-02-19,11,218,2,4
STU0267,2025-02-26,12,199,2,3
STU0267,2025-03-05,10,285,3,1
STU0267,2025-03-12,6,234,3,3
STU0267,2025-03-19,9,225,2,4
STU0267,2025-03-26,6,221,3,3
STU0267,2025-04-02,9,219,3,2
STU0267,2025-04-09,9,174,2,4
STU0267,2025-04-16,6,169,3,2
STU0267,2025-04-23,12,262,2,2
STU0267,2025-04-30,6,225,2,3
STU0267,2025-05-07,7,236,3,2
STU0267,2025-05-14,12,229,2,3
STU0268,2025-01-01,11,310,4,1
STU0268,2025-01-08,7,296,4,4
STU0268,2025-01-15,7,321,4,1
STU0268,2025-01-22,7,309,5,3
STU0268,2025-01-29,8,237,5,4
STU0268,2025-02-05,9,244,3,4
STU0268,2025-02-12,9,271,3,3
STU0268,2025-02-19,9,322,4,2
STU0268,2025-02-26,13,279,4,3
STU0268,2025-03-05,10,299,5,2
STU0268,2025-03-12,10,255,3,4
STU0268,2025-03-19,13,231,5,3
STU0268,2025-03-26,7,278,5,1
STU0268,2025-04-02,12,309,3,2
STU0268,2025-04-09,8,239,5,3
STU0268,2025-04-16,7,244,4,2
STU0268,2025-04-23,11,298,5,2
STU0268,2025-04-30,10,263,4,4
STU0268,2025-05-07,7,228,4,4
STU0268,2025-05-14,7,321,4,1
STU0269,2025-01-01,3,109,1,0
STU0269,2025-01-08,3,130,3,3
STU0269,2025-01-15,7,155,1,3
STU0269,2025-01-22,8,176,2,1
STU0269,2025-01-29,7,208,1,0
STU0269,2025-02-05,7,106,2,3
STU0269,2025-02-12,4,203,2,2
STU0269,2025-02-19,3,203,1,0
STU0269,2025-02-26,9,152,1,2
STU0269,2025-03-05,3,173,2,3
STU0269,2025-03-12,8,148,3,3
STU0269,2025-03-19,3,141,1,3
STU0269,2025-03-26,7,171,1,1
STU0269,2025-04-02,9,145,3,2
STU0269,2025-04-09,8,119,3,3
STU0269,2025-04-16,4,157,3,2
STU0269,2025-04-23,3,155,3,0
STU0269,2025-04-30,5,212,1,0
STU0269,2025-05-07,4,133,1,3
STU0269,2025-05-14,8,198,1,3
STU0270,2025-01-01,7,139,2,3
STU0270,2025-01-08,8,203,3,1
STU0270,2025-01-15,4,194,2,2
STU0270,2025-01-22,5,225,2,0
STU0270,2025-01-29,4,208,4,1
STU0270,2025-02-05,6,137,4,3
STU0270,2025-02-12,6,179,2,2
STU0270,2025-02-19,8,169,4,2
STU0270,2025-02-26,4,143,2,0
STU0270,2025-03-05,5,221,3,2
STU0270,2025-03-12,9,156,3,0
STU0270,2025-03-19,10,166,3,2
STU0270,2025-03-26,4,149,3,0
STU0270,2025-04-02,6,216,4,0
STU0270,2025-04-09,4,183,3,1
STU0270,2025-04-16,8,141,3,1
STU0270,2025-04-23,10,129,2,1
STU0270,2025-04-30,4,140,4,0
STU0270,2025-05-07,6,225,2,3
STU0270,2025-05-14,10,144,2,3
STU0271,2025-01-01,11,298,5,4
STU0271,2025-01-08,11,240,5,3
STU0271,2025-01-15,11,283,4,3
STU0271,2025-01-22,11,239,3,4
STU0271,2025-01-29,10,280,4,2
STU0271,2025-02-05,8,182,3,4
STU0271,2025-02-12,12,256,4,2
STU0271,2025-02-19,9,223,5,4
STU0271,2025-02-26,12,271,5,3
STU0271,2025-03-05,10,269,3,2
STU0271,2025-03-12,6,260,4,1
STU0271,2025-03-19,6,181,5,1
STU0271,2025-03-26,12,243,5,2
STU0271,2025-04-02,6,209,4,4
STU0271,2025-04-09,6,296,5,1
STU0271,2025-04-16,10,268,3,4
STU0271,2025-04-23,9,272,3,4
STU0271,2025-04-30,9,226,5,1
STU0271,2025-05-07,10,280,5,2
STU0271,2025-05-14,12,239,4,1
STU0272,2025-01-01,5,78,3,3
STU0272,2025-01-08,2,86,2,2
STU0272,2025-01-15,7,77,2,2
STU0272,2025-01-22,6,103,3,1
STU0272,2025-01-29,6,84,3,3
STU0272,2025-02-05,6,90,2,2
STU0272,2025-02-12,2,170,3,1
STU0272,2025-02-19,4,189,3,2
STU0272,2025-02-26,4,96,2,0
STU0272,2025-03-05,3,183,3,2
STU0272,2025-03-12,7,178,2,0
STU0272,2025-03-19,2,135,2,3
STU0272,2025-03-26,2,132,2,3
STU0272,2025-04-02,5,163,3,1
STU0272,2025-04-09,4,132,3,0
STU0272,2025-04-16,8,94,3,0
STU0272,2025-04-23,6,124,3,1
STU0272,2025-04-30,3,77,1,3
STU0272,2025-05-07,7,96,3,3
STU0272,2025-05-14,4,183,2,1
STU0273,2025-01-01,5,67,1,0
STU0273,2025-01-08,3,117,3,1
STU0273,2025-01-15,6,144,2,1
STU0273,2025-01-22,3,100,3,3
STU0273,2025-01-29,5,78,3,1
STU0273,2025-02-05,4,171,3,3
STU0273,2025-02-12,5,149,3,3
STU0273,2025-02-19,2,79,1,0
STU0273,2025-02-26,2,158,3,3
STU0273,2025-03-05,3,100,2,1
STU0273,2025-03-12,2,184,1,2
STU0273,2025-03-19,8,130,1,1
STU0273,2025-03-26,8,116,2,1
STU0273,2025-04-02,3,177,2,0
STU0273,2025-04-09,7,68,2,2
STU0273,2025-04-16,5,121,2,2
STU0273,2025-04-23,8,120,2,2
STU0273,2025-04-30,2,103,1,0
STU0273,2025-05-07,7,74,1,3
STU0273,2025-05-14,4,141,2,1
STU0274,2025-01-01,8,202,3,4
STU0274,2025-01-08,8,173,2,1
STU0274,2025-01-15,10,184,3,4
STU0274,2025-01-22,8,245,3,1
STU0274,2025-01-29,7,209,3,2
STU0274,2025-02-05,5,250,2,1
STU0274,2025-02-12,10,243,2,2
STU0274,2025-02-19,9,212,4,2
STU0274,2025-02-26,11,239,4,1
STU0274,2025-03-05,6,264,4,2
STU0274,2025-03-12,9,221,3,4
STU0274,2025-03-19,10,186,2,1
STU0274,2025-03-26,8,267,2,1
STU0274,2025-04-02,6,210,2,2
STU0274,2025-04-09,6,216,3,3
STU0274,2025-04-16,11,241,3,2
STU0274,2025-04-23,8,235,2,4
STU0274,2025-04-30,8,225,3,3
STU0274,2025-05-07,8,188,2,3
STU0274,2025-05-14,7,221,2,3
STU0275,2025-01-01,13,247,4,4
STU0275,2025-01-08,11,233,4,2
STU0275,2025-01-15,10,288,4,1
STU0275,2025-01-22,9,209,5,2
STU0275,2025-01-29,11,212,4,4
STU0275,2025-02-05,7,263,3,4
STU0275,2025-02-12,11,276,4,3
STU0275,2025-02-19,9,224,5,2
STU0275,2025-02-26,11,249,3,2
STU0275,2025-03-05,9,264,3,1
STU0275,2025-03-12,9,222,5,3
STU0275,2025-03-19,9,321,5,3
STU0275,2025-03-26,10,215,3,1
STU0275,2025-04-02,7,257,3,1
STU0275,2025-04-09,10,272,3,1
STU0275,2025-04-16,10,302,5,2
STU0275,2025-04-23,9,219,3,4
STU0275,2025-04-30,12,257,4,4
STU0275,2025-05-07,9,226,3,2
STU0275,2025-05-14,11,213,5,4
STU0276,2025-01-01,11,221,4,1
STU0276,2025-01-08,8,242,4,3
STU0276,2025-01-15,6,252,4,3
STU0276,2025-01-22,10,201,3,4
STU0276,2025-01-29,12,215,4,1
STU0276,2025-02-05,6,289,4,1
STU0276,2025-02-12,12,207,4,3
STU0276,2025-02-19,9,235,2,1
STU0276,2025-02-26,9,191,3,2
STU0276,2025-03-05,10,279,3,4
STU0276,2025-03-12,7,243,2,1
STU0276,2025-03-19,12,266,3,2
STU0276,2025-03-26,9,286,2,4
STU0276,2025-04-02,7,187,4,3
STU0276,2025-04-09,6,249,2,2
STU0276,2025-04-16,9,186,3,2
STU0276,2025-04-23,8,183,3,3
STU0276,2025-04-30,9,214,4,3
STU0276,2025-05-07,10,180,2,4
STU0276,2025-05-14,8,199,3,1
STU0277,2025-01-01,7,87,1,3
STU0277,2025-01-08,4,132,1,2
STU0277,2025-01-15,6,171,1,2
STU0277,2025-01-22,5,156,1,2
STU0277,2025-01-29,2,105,2,3
STU0277,2025-02-05,2,95,3,2
STU0277,2025-02-12,3,110,3,3
STU0277,2025-02-19,6,204,1,1
STU0277,2025-02-26,8,161,1,0
STU0277,2025-03-05,3,191,1,0
STU0277,2025-03-12,7,201,1,3
STU0277,2025-03-19,4,200,3,0
STU0277,2025-03-26,2,186,2,2
STU0277,2025-04-02,3,182,1,3
STU0277,2025-04-09,3,154,3,2
STU0277,2025-04-16,3,107,1,3
STU0277,2025-04-23,5,91,3,1
STU0277,2025-04-30,4,134,2,1
STU0277,2025-05-07,6,121,2,1
STU0277,2025-05-14,4,190,2,1
STU0278,2025-01-01,8,98,1,3
STU0278,2025-01-08,4,200,2,1
STU0278,2025-01-15,6,191,1,1
STU0278,2025-01-22,3,120,3,1
STU0278,2025-01-29,3,161,2,0
STU0278,2025-02-05,8,194,3,1
STU0278,2025-02-12,3,98,1,3
STU0278,2025-02-19,4,129,1,3
STU0278,2025-02-26,7,194,2,1
STU0278,2025-03-05,4,168,2,0
STU0278,2025-03-12,8,139,1,0
STU0278,2025-03-19,6,185,3,0
STU0278,2025-03-26,7,182,3,0
STU0278,2025-04-02,7,176,3,1
STU0278,2025-04-09,4,174,3,1
STU0278,2025-04-16,4,95,1,3
STU0278,2025-04-23,3,126,3,3
STU0278,2025-04-30,4,101,1,1
STU0278,2025-05-07,3,84,3,1
STU0278,2025-05-14,6,143,2,0
STU0279,2025-01-01,10,118,3,1
STU0279,2025-01-08,8,144,2,3
STU0279,2025-01-15,7,183,2,0
STU0279,2025-01-22,6,235,2,2
STU0279,2025-01-29,6,213,3,2
STU0279,2025-02-05,6,149,3,2
STU0279,2025-02-12,5,215,3,3
STU0279,2025-02-19,5,177,1,3
STU0279,2025-02-26,8,139,1,1
STU0279,2025-03-05,5,217,2,1
STU0279,2025-03-12,5,177,3,2
STU0279,2025-03-19,6,203,2,1
STU0279,2025-03-26,7,184,2,0
STU0279,2025-04-02,5,191,1,0
STU0279,2025-04-09,4,225,2,2
STU0279,2025-04-16,5,129,1,3
STU0279,2025-04-23,6,159,2,3
STU0279,2025-04-30,7,231,2,3
STU0279,2025-05-07,4,160,2,0
STU0279,2025-05-14,10,226,2,0
STU0280,2025-01-01,4,162,3,0
STU0280,2025-01-08,7,152,1,1
STU0280,2025-01-15,8,198,1,1
STU0280,2025-01-22,4,133,1,2
STU0280,2025-01-29,4,85,1,1
STU0280,2025-02-05,4,180,3,2
STU0280,2025-02-12,2,180,1,1
STU0280,2025-02-19,7,116,1,0
STU0280,2025-02-26,3,139,1,1
STU0280,2025-03-05,2,202,3,1
STU0280,2025-03-12,3,87,1,3
STU0280,2025-03-19,3,187,3,1
STU0280,2025-03-26,8,99,3,3
STU0280,2025-04-02,8,88,2,3
STU0280,2025-04-09,7,194,3,3
STU0280,2025-04-16,5,112,1,3
STU0280,2025-04-23,2,162,3,3
STU0280,2025-04-30,8,119,3,3
STU0280,2025-05-07,8,112,3,3
STU0280,2025-05-14,4,137,3,0
STU0281,2025-01-01,8,141,4,2
STU0281,2025-01-08,8,220,2,0
STU0281,2025-01-15,4,136,4,2
STU0281,2025-01-22,8,203,2,1
STU0281,2025-01-29,6,121,4,1
STU0281,2025-02-05,5,239,3,2
STU0281,2025-02-12,5,136,4,3
STU0281,2025-02-19,8,157,4,3
STU0281,2025-02-26,5,231,4,1
STU0281,2025-03-05,4,209,2,1
STU0281,2025-03-12,9,240,2,3
STU0281,2025-03-19,10,161,2,1
STU0281,2025-03-26,5,150,4,3
STU0281,2025-04-02,10,197,2,0
STU0281,2025-04-09,9,191,3,3
STU0281,2025-04-16,6,233,4,0
STU0281,2025-04-23,4,163,2,3
STU0281,2025-04-30,6,226,4,2
STU0281,2025-05-07,7,222,3,1
STU0281,2025-05-14,5,199,3,2
STU0282,2025-01-01,7,156,3,1
STU0282,2025-01-08,6,170,1,0
STU0282,2025-01-15,7,97,1,2
STU0282,2025-01-22,6,96,1,1
STU0282,2025-01-29,4,149,1,0
STU0282,2025-02-05,9,163,3,2
STU0282,2025-02-12,9,215,3,1
STU0282,2025-02-19,7,106,1,2
STU0282,2025-02-26,7,154,1,0
STU0282,2025-03-05,9,98,2,1
STU0282,2025-03-12,7,162,3,1
STU0282,2025-03-19,3,193,1,0
STU0282,2025-03-26,5,207,3,2
STU0282,2025-04-02,4,160,1,1
STU0282,2025-04-09,8,149,1,3
STU0282,2025-04-16,3,193,1,0
STU0282,2025-04-23,8,175,2,1
STU0282,2025-04-30,8,203,3,1
STU0282,2025-05-07,8,164,1,0
STU0282,2025-05-14,4,204,3,0
STU0283,2025-01-01,4,133,3,0
STU0283,2025-01-08,4,238,3,0
STU0283,2025-01-15,10,216,4,3
STU0283,2025-01-22,10,186,3,3
STU0283,2025-01-29,9,124,3,1
STU0283,2025-02-05,9,125,4,3
STU0283,2025-02-12,9,230,3,3
STU0283,2025-02-19,10,237,3,1
STU0283,2025-02-26,4,125,2,2
STU0283,2025-03-05,6,146,2,2
STU0283,2025-03-12,5,138,2,3
STU0283,2025-03-19,6,216,2,1
STU0283,2025-03-26,7,131,3,3
STU0283,2025-04-02,10,209,2,2
STU0283,2025-04-09,4,182,3,1
STU0283,2025-04-16,5,150,2,3
STU0283,2025-04-23,6,126,4,2
STU0283,2025-04-30,6,225,3,1
STU0283,2025-05-07,4,184,4,2
STU0283,2025-05-14,9,195,2,3
STU0284,2025-01-01,5,248,2,4
STU0284,2025-01-08,5,201,4,4
STU0284,2025-01-15,10,246,4,4
STU0284,2025-01-22,6,240,2,4
STU0284,2025-01-29,6,205,2,2
STU0284,2025-02-05,11,260,4,3
STU0284,2025-02-12,8,193,4,3
STU0284,2025-02-19,9,176,3,2
STU0284,2025-02-26,9,161,3,1
STU0284,2025-03-05,5,251,2,1
STU0284,2025-03-12,5,164,4,3
STU0284,2025-03-19,11,202,4,2
STU0284,2025-03-26,6,232,2,2
STU0284,2025-04-02,10,255,3,4
STU0284,2025-04-09,6,173,3,2
STU0284,2025-04-16,10,162,2,3
STU0284,2025-04-23,11,162,2,4
STU0284,2025-04-30,7,155,2,1
STU0284,2025-05-07,7,227,3,2
STU0284,2025-05-14,6,261,2,3
STU0285,2025-01-01,5,183,2,2
STU0285,2025-01-08,8,134,2,3
STU0285,2025-01-15,2,171,2,0
STU0285,2025-01-22,7,159,1,2
STU0285,2025-01-29,2,140,2,1
STU0285,2025-02-05,4,100,1,0
STU0285,2025-02-12,6,117,1,1
STU0285,2025-02-19,7,150,1,1
STU0285,2025-02-26,7,90,2,3
STU0285,2025-03-05,4,127,2,0
STU0285,2025-03-12,8,97,2,3
STU0285,2025-03-19,4,173,3,2
STU0285,2025-03-26,2,158,3,0
STU0285,2025-04-02,5,183,2,3
STU0285,2025-04-09,2,96,2,3
STU0285,2025-04-16,8,180,3,3
STU0285,2025-04-23,7,148,2,3
STU0285,2025-04-30,5,132,2,3
STU0285,2025-05-07,6,98,2,2
STU0285,2025-05-14,6,164,3,0
STU0286,2025-01-01,8,282,3,4
STU0286,2025-01-08,13,332,4,3
STU0286,2025-01-15,10,290,4,2
STU0286,2025-01-22,9,303,4,3
STU0286,2025-01-29,10,260,3,3
STU0286,2025-02-05,9,315,4,2
STU0286,2025-02-12,7,218,3,2
STU0286,2025-02-19,10,296,4,2
STU0286,2025-02-26,9,330,3,1
STU0286,2025-03-05,8,274,3,3
STU0286,2025-03-12,8,324,3,3
STU0286,2025-03-19,10,307,4,2
STU0286,2025-03-26,9,232,3,4
STU0286,2025-04-02,12,219,4,4
STU0286,2025-04-09,8,260,4,4
STU0286,2025-04-16,11,282,3,1
STU0286,2025-04-23,13,320,3,2
STU0286,2025-04-30,12,307,3,2
STU0286,2025-05-07,7,246,3,2
STU0286,2025-05-14,7,329,4,4
STU0287,2025-01-01,8,243,2,0
STU0287,2025-01-08,9,147,2,0
STU0287,2025-01-15,10,182,2,1
STU0287,2025-01-22,5,200,4,2
STU0287,2025-01-29,4,245,4,2
STU0287,2025-02-05,6,179,2,3
STU0287,2025-02-12,10,156,3,0
STU0287,2025-02-19,8,151,2,3
STU0287,2025-02-26,5,145,4,2
STU0287,2025-03-05,6,171,4,0
STU0287,2025-03-12,7,185,3,3
STU0287,2025-03-19,6,226,3,1
STU0287,2025-03-26,9,214,4,0
STU0287,2025-04-02,9,247,4,3
STU0287,2025-04-09,6,144,3,2
STU0287,2025-04-16,4,152,3,2
STU0287,2025-04-23,10,247,3,3
STU0287,2025-04-30,10,161,3,0
STU0287,2025-05-07,6,157,4,0
STU0287,2025-05-14,10,174,2,2
STU0288,2025-01-01,8,235,5,4
STU0288,2025-01-08,10,325,5,4
STU0288,2025-01-15,13,212,3,1
STU0288,2025-01-22,11,272,4,3
STU0288,2025-01-29,9,212,4,2
STU0288,2025-02-05,13,248,5,4
STU0288,2025-02-12,10,235,5,2
STU0288,2025-02-19,11,315,5,1
STU0288,2025-02-26,8,229,4,3
STU0288,2025-03-05,12,229,5,2
STU0288,2025-03-12,10,210,4,2
STU0288,2025-03-19,7,231,4,4
STU0288,2025-03-26,7,221,5,1
STU0288,2025-04-02,12,268,3,4
STU0288,2025-04-09,8,265,3,4
STU0288,2025-04-16,10,310,5,1
STU0288,2025-04-23,8,216,4,4
STU0288,2025-04-30,10,207,4,1
STU0288,2025-05-07,9,319,4,4
STU0288,2025-05-14,7,210,4,3
STU0289,2025-01-01,8,223,2,0
STU0289,2025-01-08,8,200,3,1
STU0289,2025-01-15,6,160,4,0
STU0289,2025-01-22,9,209,3,0
STU0289,2025-01-29,6,205,2,1
STU0289,2025-02-05,10,197,3,1
STU0289,2025-02-12,7,209,2,1
STU0289,2025-02-19,6,169,3,3
STU0289,2025-02-26,6,238,2,2
STU0289,2025-03-05,9,170,4,0
STU0289,2025-03-12,8,207,4,0
STU0289,2025-03-19,7,175,2,1
STU0289,2025-03-26,7,155,3,0
STU0289,2025-04-02,8,208,2,3
STU0289,2025-04-09,4,242,3,1
STU0289,2025-04-16,4,157,2,1
STU0289,2025-04-23,7,151,3,2
STU0289,2025-04-30,10,227,2,0
STU0289,2025-05-07,6,211,2,1
STU0289,2025-05-14,5,220,3,2
STU0290,2025-01-01,6,157,3,0
STU0290,2025-01-08,7,161,4,2
STU0290,2025-01-15,7,239,2,2
STU0290,2025-01-22,5,204,4,3
STU0290,2025-01-29,8,137,3,0
STU0290,2025-02-05,6,175,3,2
STU0290,2025-02-12,9,219,2,3
STU0290,2025-02-19,9,228,4,2
STU0290,2025-02-26,8,135,3,0
STU0290,2025-03-05,7,125,4,0
STU0290,2025-03-12,5,167,3,0
STU0290,2025-03-19,7,126,2,1
STU0290,2025-03-26,5,156,4,3
STU0290,2025-04-02,4,162,3,0
STU0290,2025-04-09,7,185,3,3
STU0290,2025-04-16,10,165,2,0
STU0290,2025-04-23,10,209,4,0
STU0290,2025-04-30,5,230,2,3
STU0290,2025-05-07,8,180,4,3
STU0290,2025-05-14,6,224,4,3
STU0291,2025-01-01,4,198,2,3
STU0291,2025-01-08,9,118,1,3
STU0291,2025-01-15,6,165,1,1
STU0291,2025-01-22,6,170,2,1
STU0291,2025-01-29,6,167,3,2
STU0291,2025-02-05,4,133,2,0
STU0291,2025-02-12,7,216,1,0
STU0291,2025-02-19,5,163,1,2
STU0291,2025-02-26,5,232,1,2
STU0291,2025-03-05,7,151,2,3
STU0291,2025-03-12,8,159,1,1
STU0291,2025-03-19,7,182,1,2
STU0291,2025-03-26,10,184,1,2
STU0291,2025-04-02,6,208,2,1
STU0291,2025-04-09,6,202,3,0
STU0291,2025-04-16,10,120,3,1
STU0291,2025-04-23,10,172,1,0
STU0291,2025-04-30,7,128,2,0
STU0291,2025-05-07,4,132,1,1
STU0291,2025-05-14,8,120,2,2
STU0292,2025-01-01,8,298,3,4
STU0292,2025-01-08,13,304,5,2
STU0292,2025-01-15,11,304,5,2
STU0292,2025-01-22,8,323,3,3
STU0292,2025-01-29,12,256,4,1
STU0292,2025-02-05,11,289,3,2
STU0292,2025-02-12,12,267,3,1
STU0292,2025-02-19,12,308,3,3
STU0292,2025-02-26,9,241,3,2
STU0292,2025-03-05,8,232,4,2
STU0292,2025-03-12,14,252,3,1
STU0292,2025-03-19,10,335,4,4
STU0292,2025-03-26,14,338,5,4
STU0292,2025-04-02,13,317,3,3
STU0292,2025-04-09,14,303,5,2
STU0292,2025-04-16,8,325,5,2
STU0292,2025-04-23,8,272,5,1
STU0292,2025-04-30,10,329,3,3
STU0292,2025-05-07,14,325,4,2
STU0292,2025-05-14,14,314,3,3
STU0293,2025-01-01,8,275,4,1
STU0293,2025-01-08,7,274,4,2
STU0293,2025-01-15,10,226,4,3
STU0293,2025-01-22,7,177,2,4
STU0293,2025-01-29,8,241,2,3
STU0293,2025-02-05,10,225,3,3
STU0293,2025-02-12,7,224,2,1
STU0293,2025-02-19,6,242,2,1
STU0293,2025-02-26,12,264,2,4
STU0293,2025-03-05,6,280,3,2
STU0293,2025-03-12,7,264,4,2
STU0293,2025-03-19,12,202,2,1
STU0293,2025-03-26,6,216,2,1
STU0293,2025-04-02,6,267,3,1
STU0293,2025-04-09,9,198,2,1
STU0293,2025-04-16,12,241,3,3
STU0293,2025-04-23,11,250,4,1
STU0293,2025-04-30,9,230,2,1
STU0293,2025-05-07,10,287,4,1
STU0293,2025-05-14,9,221,3,1
STU0294,2025-01-01,12,251,4,3
STU0294,2025-01-08,9,238,4,1
STU0294,2025-01-15,7,311,3,4
STU0294,2025-01-22,12,322,4,1
STU0294,2025-01-29,10,217,4,2
STU0294,2025-02-05,13,267,4,3
STU0294,2025-02-12,8,295,5,3
STU0294,2025-02-19,9,321,3,1
STU0294,2025-02-26,12,289,5,4
STU0294,2025-03-05,7,316,3,4
STU0294,2025-03-12,11,275,3,3
STU0294,2025-03-19,13,300,3,1
STU0294,2025-03-26,11,256,5,2
STU0294,2025-04-02,11,327,3,1
STU0294,2025-04-09,7,321,4,3
STU0294,2025-04-16,11,227,3,3
STU0294,2025-04-23,10,311,5,4
STU0294,2025-04-30,10,289,3,4
STU0294,2025-05-07,13,261,3,1
STU0294,2025-05-14,11,256,4,1
STU0295,2025-01-01,8,114,1,0
STU0295,2025-01-08,9,181,1,0
STU0295,2025-01-15,9,210,2,1
STU0295,2025-01-22,6,178,3,3
STU0295,2025-01-29,6,149,2,3
STU0295,2025-02-05,3,185,2,2
STU0295,2025-02-12,6,129,3,0
STU0295,2025-02-19,4,141,1,1
STU0295,2025-02-26,7,161,2,0
STU0295,2025-03-05,6,157,2,1
STU0295,2025-03-12,8,169,1,3
STU0295,2025-03-19,4,152,3,0
STU0295,2025-03-26,6,228,1,2
STU0295,2025-04-02,7,196,1,0
STU0295,2025-04-09,4,206,1,2
STU0295,2025-04-16,3,192,1,0
STU0295,2025-04-23,7,184,3,0
STU0295,2025-04-30,4,187,3,1
STU0295,2025-05-07,8,212,2,3
STU0295,2025-05-14,3,135,3,0
STU0296,2025-01-01,7,201,3,3
STU0296,2025-01-08,11,204,4,4
STU0296,2025-01-15,13,289,3,1
STU0296,2025-01-22,11,212,3,1
STU0296,2025-01-29,12,233,5,3
STU0296,2025-02-05,13,287,5,2
STU0296,2025-02-12,11,261,5,3
STU0296,2025-02-19,11,317,4,2
STU0296,2025-02-26,11,285,4,3
STU0296,2025-03-05,8,242,5,3
STU0296,2025-03-12,13,251,5,1
STU0296,2025-03-19,11,254,4,2
STU0296,2025-03-26,13,225,5,1
STU0296,2025-04-02,7,225,4,2
STU0296,2025-04-09,10,226,4,3
STU0296,2025-04-16,10,320,3,1
STU0296,2025-04-23,9,209,5,1
STU0296,2025-04-30,12,301,4,4
STU0296,2025-05-07,11,229,3,4
STU0296,2025-05-14,11,224,4,1
STU0297,2025-01-01,7,252,4,3
STU0297,2025-01-08,8,197,3,3
STU0297,2025-01-15,8,208,2,1
STU0297,2025-01-22,5,277,2,2
STU0297,2025-01-29,8,274,3,4
STU0297,2025-02-05,7,272,2,4
STU0297,2025-02-12,7,220,2,3
STU0297,2025-02-19,9,240,2,2
STU0297,2025-02-26,7,208,2,1
STU0297,2025-03-05,10,215,3,2
STU0297,2025-03-12,11,241,3,3
STU0297,2025-03-19,7,221,3,1
STU0297,2025-03-26,5,249,4,3
STU0297,2025-04-02,9,246,3,4
STU0297,2025-04-09,9,274,3,2
STU0297,2025-04-16,8,266,2,3
STU0297,2025-04-23,7,206,2,2
STU0297,2025-04-30,11,267,4,2
STU0297,2025-05-07,7,167,2,2
STU0297,2025-05-14,5,230,4,1
